DAdguid,PRCDDA,Province,Dissemination area (DA) Population,Situational vulnerability Quintiles,Situational vulnerability Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,DArplat,DArplong,DApop_2021,DAtdwell_2021,DAurdwell_2021,DArplamx,DArplamy,CTcode,the_geom,CCSNAME,LANDAREA,PRUID,DAUID,_predicate,Boundary Type,fid,da_int,name,geometry,neighbourhood_name,neighbourhood_number,Education_Training_Profile,Demographic_Housing_Profile,Employment_Work_Pattern_Profile,Family_Dwelling_Characteristics,Income_Inequality_Family_Dynamics,Work_Life_Balance_Income_Equality,PC7_Mixed_Factors,PC8_Mixed_Factors,PC9_Mixed_Factors,PC10_Mixed_Factors,PC11_Mixed_Factors,PC12_Mixed_Factors,PCA_Sum
2021S051248110796,48110796,Alberta,721,5,0.956,5,1.894,1,-1.364,3,-0.213,53.567418,-113.392142,615.0,207.0,182.0,4822183.4686,2168446.3629,3776,"MULTIPOLYGON (((-113.3905936112778 53.56605198660767, -113.39210021419285 53.565985899265826, -113.3936856858816 53.56598119420799, -113.39368607766447 53.56679029420527, -113.39368060481301 53.56883138558963, -113.39144271215041 53.568837201999116, -113.39058479714213 53.56883940697151, -113.3905936112778 53.56605198660767)))",Edmonton,0.0647,48,48110796.0,INTERSECTS,Census Dissemination Area,436.0,48110315.0,KILKENNY,"MULTIPOLYGON (((-113.44897900017818 53.618517577051826, -113.44892300317541 53.61728708087881, -113.44765740108588 53.617366888369766, -113.44638351310267 53.61730307969252, -113.4451518200081 53.61718437058992, -113.44504610246146 53.617186592351274, -113.44453251925358 53.617196981997786, -113.44421952588758 53.61727537063397, -113.4440288977368 53.6173781794129, -113.44375642757414 53.61763548035899, -113.44373733089535 53.61773406588307, -113.4429729596772 53.61769278097421, -113.44276829100517 53.617681754199715, -113.44274009755922 53.61627157251959, -113.44273450316066 53.61591207341229, -113.44297612484608 53.61590718944442, -113.4437927018495 53.615908484089914, -113.4445338292718 53.61591128262317, -113.44644622207522 53.615773272145304, -113.45381122792291 53.615793272363526, -113.45443461507253 53.6158523756186, -113.45490282784016 53.615842778660614, -113.45492732866367 53.61704707343687, -113.45441489763368 53.61707557213178, -113.45391910624468 53.61713068455195, -113.45306752608997 53.617309967780095, -113.45271080457479 53.61741628079444, -113.45174000918495 53.61788568962507, -113.45083953559211 53.61852448519299, -113.44996761832188 53.61913576547045, -113.44918739478054 53.618720182049834, -113.44897900017818 53.618517577051826)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110797,48110797,Alberta,619,5,0.765,4,0.095,5,1.822,4,0.378,53.567748,-113.395682,623.0,337.0,306.0,4821977.5881,2168557.143,3777,"MULTIPOLYGON (((-113.3936856858816 53.56598119420799, -113.39368678852001 53.56412900637786, -113.39515157665812 53.56412669828906, -113.39632918488772 53.56412110611635, -113.3963196884429 53.56502030485607, -113.39632420686802 53.565901286189465, -113.39632918689755 53.56679129260255, -113.39993942180003 53.56679980154833, -113.39992938526474 53.567690101023004, -113.39993449157885 53.56858010283356, -113.39992449576214 53.56947039785567, -113.3999286264089 53.57034250660224, -113.39838821067116 53.57034639116381, -113.39684768523612 53.57035030407627, -113.39529168278091 53.57034560965789, -113.39381668743799 53.57043799892393, -113.3936054907202 53.57044231533806, -113.3936124911738 53.57029830555454, -113.3936397838177 53.569713295793335, -113.39366528393724 53.56936220794143, -113.39368060481301 53.56883138558963, -113.39368607766447 53.56679029420527, -113.3936856858816 53.56598119420799)))",Edmonton,0.2166,48,48110797.0,INTERSECTS,Census Dissemination Area,437.0,48110316.0,KILKENNY,"MULTIPOLYGON (((-113.4427149955687 53.61452788734159, -113.44275039930338 53.610166583652536, -113.4429769064617 53.61016198879258, -113.4433852015575 53.61016259405799, -113.4454565991457 53.61016518244482, -113.44544760440934 53.61105548134267, -113.44408691655113 53.611056380127145, -113.44394002310045 53.61113138330377, -113.44393170204029 53.61360397386272, -113.44405621123552 53.61366437977561, -113.44543211460591 53.613663183897444, -113.4490457114287 53.61366117363991, -113.4490340893364 53.61450657139428, -113.44904289541766 53.615180777332654, -113.44913771836129 53.615250673788054, -113.45391690615337 53.61526958407466, -113.45482506069276 53.61579756011724, -113.45490282784016 53.615842778660614, -113.45443461507253 53.6158523756186, -113.45381122792291 53.615793272363526, -113.44644622207522 53.615773272145304, -113.4445338292718 53.61591128262317, -113.4437927018495 53.615908484089914, -113.44297612484608 53.61590718944442, -113.44273450316066 53.61591207341229, -113.4427429097363 53.61579508035728, -113.44273309554582 53.61536367521301, -113.4427149955687 53.61452788734159)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110798,48110798,Alberta,653,4,0.093,4,0.048,4,0.228,3,0.027,53.565109,-113.400983,574.0,277.0,266.0,4821555.2939,2168399.2156,3777,"MULTIPOLYGON (((-113.39632918488772 53.56412110611635, -113.39632420520938 53.56323110601006, -113.3999335971818 53.563230600787016, -113.40295410222632 53.56323280381298, -113.40295919642992 53.56412281226782, -113.40570730159912 53.564112499022826, -113.40603960055272 53.564114789549464, -113.40604490584352 53.5650047985476, -113.4060355183346 53.56590410864856, -113.4060408092334 53.56679409728599, -113.40297468699167 53.56679280695192, -113.39993942180003 53.56679980154833, -113.39632918689755 53.56679129260255, -113.39632420686802 53.565901286189465, -113.3963196884429 53.56502030485607, -113.39632918488772 53.56412110611635)))",Edmonton,0.2352,48,48110798.0,INTERSECTS,Census Dissemination Area,438.0,48110317.0,KILKENNY,"MULTIPOLYGON (((-113.44543211460591 53.613663183897444, -113.44542598929264 53.61277317724796, -113.44695402007376 53.612772182181025, -113.44696452961418 53.61226747244527, -113.4475423979882 53.6122632774283, -113.44904002027465 53.61225867865173, -113.44908022391785 53.611385777024864, -113.45059190332195 53.61138179265373, -113.45056693522658 53.612254378382794, -113.45058141747569 53.6127665702771, -113.45056772905106 53.61357607879324, -113.45064790716684 53.61365537825278, -113.45274980296345 53.61365718742762, -113.45424762522735 53.61367147864174, -113.45580522718681 53.61367546468171, -113.45578912458073 53.615222273217384, -113.45573689867646 53.61524598393501, -113.45568600529802 53.615269276562955, -113.45391690615337 53.61526958407466, -113.44913771836129 53.615250673788054, -113.44904289541766 53.615180777332654, -113.4490340893364 53.61450657139428, -113.4490457114287 53.61366117363991, -113.44543211460591 53.613663183897444)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110799,48110799,Alberta,509,4,0.022,3,-0.255,4,0.333,4,0.277,53.568473,-113.405043,452.0,224.0,202.0,4821427.9346,2168834.9688,3777,"MULTIPOLYGON (((-113.39992938526474 53.567690101023004, -113.39993942180003 53.56679980154833, -113.40297468699167 53.56679280695192, -113.4060408092334 53.56679409728599, -113.40912189445717 53.566795008623906, -113.40912721672372 53.567685007872214, -113.40913248338771 53.56857499329603, -113.4091372177613 53.569455999700715, -113.40914150241447 53.57032800970139, -113.40761617867332 53.57033179271133, -113.40604508286846 53.570327406819786, -113.40451968844438 53.570331105114164, -113.40296420004397 53.57033539657498, -113.40145397810272 53.57033880008216, -113.3999286264089 53.57034250660224, -113.39992449576214 53.56947039785567, -113.39993449157885 53.56858010283356, -113.39992938526474 53.567690101023004)))",Edmonton,0.2401,48,48110799.0,INTERSECTS,Census Dissemination Area,439.0,48110318.0,KILKENNY,"MULTIPOLYGON (((-113.44393170204029 53.61360397386272, -113.44394002310045 53.61113138330377, -113.44408691655113 53.611056380127145, -113.44544760440934 53.61105548134267, -113.4454565991457 53.61016518244482, -113.44643399385662 53.61016433565894, -113.44913029277829 53.61016198805965, -113.44908022391785 53.611385777024864, -113.44904002027465 53.61225867865173, -113.4475423979882 53.6122632774283, -113.44696452961418 53.61226747244527, -113.44695402007376 53.612772182181025, -113.44542598929264 53.61277317724796, -113.44543211460591 53.613663183897444, -113.44405621123552 53.61366437977561, -113.44393170204029 53.61360397386272)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110800,48110800,Alberta,361,5,0.815,3,-0.116,5,0.596,3,-0.029,53.571442,-113.401974,390.0,190.0,161.0,4821724.8818,2169075.379,2197,"MULTIPOLYGON (((-113.39837199995254 53.57352949678221, -113.39837048363651 53.571902205979335, -113.39838821067116 53.57034639116381, -113.3999286264089 53.57034250660224, -113.40145397810272 53.57033880008216, -113.40296420004397 53.57033539657498, -113.40451968844438 53.570331105114164, -113.40604508286846 53.570327406819786, -113.40761617867332 53.57033179271133, -113.40759940203274 53.571896499084815, -113.40604379614952 53.57190090188805, -113.40450278616473 53.57189589341865, -113.4029622954809 53.57189990176988, -113.4029791131353 53.57352690095035, -113.40143861178082 53.57353090328337, -113.39989748253113 53.5735258948728, -113.39837199995254 53.57352949678221)))",Edmonton,0.1616,48,48110800.0,INTERSECTS,Census Dissemination Area,440.0,48110319.0,KILKENNY,"MULTIPOLYGON (((-113.4427569088575 53.606875771219286, -113.44276421420756 53.60490657268936, -113.44300630595971 53.604910671148275, -113.44339942791927 53.604911573837086, -113.44577359147577 53.60492597112451, -113.44670192707152 53.60503287027381, -113.44980761484616 53.605670574943254, -113.45103221295716 53.60593326948925, -113.45064889718483 53.60662437730401, -113.44956370968572 53.608247072768364, -113.45124711623824 53.60859917622602, -113.4519912095522 53.60865587399937, -113.45277691719392 53.60864859072539, -113.45278671312832 53.61038377713658, -113.45288052871169 53.610435771357864, -113.45428641166055 53.61043386545131, -113.45429592401202 53.61137777501499, -113.45275399536003 53.611382385405804, -113.45059190332195 53.61138179265373, -113.44908022391785 53.611385777024864, -113.44913029277829 53.61016198805965, -113.44643399385662 53.61016433565894, -113.4454565991457 53.61016518244482, -113.4433852015575 53.61016259405799, -113.4429769064617 53.61016198879258, -113.44275039930338 53.610166583652536, -113.44275313445017 53.60878104187833, -113.4427569088575 53.606875771219286)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110801,48110801,Alberta,573,5,0.854,3,-0.229,5,1.247,5,0.933,53.569157,-113.413292,526.0,270.0,235.0,4820945.199,2169084.4698,3777,"MULTIPOLYGON (((-113.40913248338771 53.56857499329603, -113.40912721672372 53.567685007872214, -113.41220730567666 53.56766778566508, -113.41528850578113 53.567668592942674, -113.41838420003819 53.5676599136945, -113.41839019226246 53.5685589128957, -113.41838852187473 53.56879270235584, -113.41839567678362 53.56944889991693, -113.4183891994074 53.57039311124768, -113.4168327093633 53.57037960048292, -113.41529119912899 53.570365799755706, -113.41374821299931 53.57032500744874, -113.41220779942371 53.57032909122914, -113.41066741461896 53.570333201976716, -113.40914150241447 53.57032800970139, -113.4091372177613 53.569455999700715, -113.40913248338771 53.56857499329603)))",Edmonton,0.1829,48,48110801.0,INTERSECTS,Census Dissemination Area,441.0,48110320.0,KILKENNY,"MULTIPOLYGON (((-113.45056693522658 53.612254378382794, -113.45059190332195 53.61138179265373, -113.45275399536003 53.611382385405804, -113.45429592401202 53.61137777501499, -113.45541450841672 53.61137278439436, -113.45566240410753 53.61225777672548, -113.4557827328906 53.612767776884986, -113.45580522718681 53.61367546468171, -113.45424762522735 53.61367147864174, -113.45274980296345 53.61365718742762, -113.45064790716684 53.61365537825278, -113.45056772905106 53.61357607879324, -113.45058141747569 53.6127665702771, -113.45056693522658 53.612254378382794)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248111156,48111156,Alberta,391,2,-0.575,5,0.956,5,0.863,1,-0.983,53.537494,-113.633776,468.0,187.0,178.0,4806221.112,2170619.0168,1006,"MULTIPOLYGON (((-113.62735940056167 53.539359801063185, -113.62740490308055 53.53790220239078, -113.62740668739113 53.5374435988563, -113.62741409519685 53.53658930029487, -113.62746668916397 53.53597670517596, -113.62761029292365 53.53556305367534, -113.62764600786709 53.53546018515334, -113.62823407363145 53.53447619208509, -113.6291045892225 53.533180308515334, -113.62931947739874 53.53323849827243, -113.63127811157004 53.53367199228182, -113.63098561166896 53.534064985365866, -113.63092137708634 53.534246291319896, -113.6309542026979 53.534533311327486, -113.63105577628468 53.53471089329467, -113.63022130313597 53.534882096529344, -113.62931580735948 53.53488408547982, -113.62919970753455 53.53495860646671, -113.62919623173124 53.53496460106089, -113.62883159311926 53.535595900833776, -113.62863848832203 53.536130901230564, -113.62855008873424 53.53689691352832, -113.6287484282954 53.53696390504841, -113.62875051402791 53.53696459696771, -113.62994010021374 53.53692030436925, -113.63135588718634 53.536871192722685, -113.63281679173043 53.53682100961039, -113.63420131365646 53.53675469721664, -113.63425828536128 53.53572831195265, -113.63563699399053 53.535814810098415, -113.6356404028515 53.53659679041069, -113.63563011306118 53.53671200672111, -113.63572456419499 53.53674132429295, -113.6396609937926 53.5366038843602, -113.63984817011324 53.536587089654596, -113.6397849152711 53.53746760937884, -113.63979110144763 53.53878019229596, -113.63979400674091 53.53941520488724, -113.63974862287978 53.539522599853356, -113.63974928623726 53.54078829737674, -113.63974617498687 53.5409234944983, -113.63974211122398 53.54116340753299, -113.6397412175764 53.541216504342856, -113.6397409230294 53.541351906205136, -113.638977783316 53.54135690607758, -113.63631467990176 53.54137450129494, -113.63444179585466 53.54138729855545, -113.63276890586356 53.54139869008195, -113.63098851371636 53.54141089344873, -113.62872447841073 53.541415792429866, -113.62756221210209 53.54141440281895, -113.62729030238684 53.541411403243785, -113.62729101915542 53.5413429083352, -113.62729248722817 53.54120450010059, -113.62729148972699 53.540943791575394, -113.62735940056167 53.539359801063185)))",Edmonton,0.4774,48,48111156.0,INTERSECTS,Census Dissemination Area,737.0,48111463.0,KILKENNY,"MULTIPOLYGON (((-113.44278161792415 53.603899284081365, -113.44282002671936 53.60220817829294, -113.44284599290788 53.60030157307455, -113.44284612159007 53.59978007661595, -113.44308822064262 53.59978416618814, -113.44384410571558 53.599786680687316, -113.44618681921408 53.59978377248706, -113.44665531996296 53.59978317688246, -113.44788384774124 53.5997821769328, -113.4484842152649 53.599781673230794, -113.4490281894431 53.59977956944559, -113.4554517962801 53.59977367658002, -113.45544450867496 53.59990868739442, -113.45548049577768 53.60078906848199, -113.45389201690516 53.60076786833392, -113.45389469249079 53.60159477559321, -113.45383738999598 53.6016500763895, -113.44950020615006 53.60166708861816, -113.44939821586757 53.601732072908405, -113.4494007164346 53.60255916454978, -113.4508975090475 53.60256436413026, -113.45088861946466 53.60345467865692, -113.45090322435452 53.60370618128496, -113.45078909805758 53.60408609221291, -113.44989040681328 53.60553406599658, -113.44980761484616 53.605670574943254, -113.44670192707152 53.60503287027381, -113.44577359147577 53.60492597112451, -113.44339942791927 53.604911573837086, -113.44300630595971 53.604910671148275, -113.44276421420756 53.60490657268936, -113.44277150685404 53.60477157066822, -113.44277470184902 53.604303969615344, -113.44278161792415 53.603899284081365)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248111157,48111157,Alberta,1175,5,1.007,5,2.346,5,0.582,1,-1.222,53.542436,-113.607023,927.0,473.0,363.0,4808048.44,2170543.5405,2167,"MULTIPOLYGON (((-113.61113531054643 53.54846398432399, -113.61074780645451 53.54830160813738, -113.60987831017867 53.549381610861495, -113.60772661541316 53.54876320183683, -113.60881688782794 53.547345696659775, -113.60887801126462 53.547110608250215, -113.6088627897405 53.546373693682185, -113.60602508741977 53.54638161069498, -113.6040178129595 53.546389398650774, -113.6026893790395 53.54639139770172, -113.60268558451858 53.54485390677068, -113.60266611281564 53.54330790263793, -113.60270802046675 53.54128390148499, -113.6045046033032 53.54128971027653, -113.60454518587285 53.539247802528536, -113.60592030369088 53.53927180001254, -113.60754989629577 53.53926320866034, -113.60878869514268 53.53928108941306, -113.60931681566008 53.53927860578934, -113.60989019647147 53.5392749924709, -113.61108270018286 53.53927598876853, -113.61286361718007 53.53927300554898, -113.61431291095285 53.53927729872307, -113.61499231277709 53.539280398008785, -113.61494859883113 53.54077389834157, -113.61493551693862 53.541295709039055, -113.61494078627011 53.54187101205236, -113.61507656130141 53.54260518355518, -113.6150765815572 53.542605372932805, -113.61546479087737 53.5435140138226, -113.61569509339908 53.54406640797382, -113.6158704992803 53.54495268649391, -113.61584309177293 53.545241011139844, -113.61533351524659 53.54701448755803, -113.61522189364962 53.5478980893748, -113.61522159542092 53.54862639710377, -113.61522577848427 53.54918379256384, -113.61504244552836 53.549171493327414, -113.61498343892434 53.54912802805272, -113.61497195957986 53.54892441882344, -113.61306600731534 53.54892528782528, -113.61265670952392 53.54889829089746, -113.61176561568962 53.54864800181805, -113.61133511237597 53.548522600176724, -113.61113531054643 53.54846398432399)))",Edmonton,0.7609,48,48111157.0,INTERSECTS,Census Dissemination Area,738.0,48111464.0,KILKENNY,"MULTIPOLYGON (((-113.4508975090475 53.60256436413026, -113.4494007164346 53.60255916454978, -113.44939821586757 53.601732072908405, -113.44950020615006 53.60166708861816, -113.45383738999598 53.6016500763895, -113.45389469249079 53.60159477559321, -113.45389201690516 53.60076786833392, -113.45548049577768 53.60078906848199, -113.45551331844257 53.60161556880185, -113.45550822054484 53.60256877851619, -113.45550201278601 53.60376466277274, -113.45546039190607 53.6043498770251, -113.45468930247033 53.605651476392005, -113.45419272773887 53.60647087013251, -113.45407911694755 53.606599066281206, -113.45103221295716 53.60593326948925, -113.44980761484616 53.605670574943254, -113.44989040681328 53.60553406599658, -113.45078909805758 53.60408609221291, -113.45090322435452 53.60370618128496, -113.45088861946466 53.60345467865692, -113.4508975090475 53.60256436413026)))",KILKENNY,2410,4.81,-0.491630092,3.165246782406744,-2.1206215,-1.142127722,-1.398120752,-0.332171112,0.5463717438061851,0.9737163185993084,0.721976828,0.6117967520009121,0.101896845720546,0.046873182
2021S051248110144,48110144,Alberta,691,3,-0.194,4,0.418,5,3.178,1,-0.97,53.538162,-113.498215,761.0,590.0,492.0,4814587.3229,2167726.4571,5778,"MULTIPOLYGON (((-113.49742990088498 53.53883678817955, -113.49737941423055 53.537210394413584, -113.49925118270671 53.53721629351985, -113.49924737702091 53.53782178213992, -113.499241003723 53.53883489221535, -113.49742990088498 53.53883678817955)))",Edmonton,0.022,48,48110144.0,INTERSECTS,Census Dissemination Area,50.0,48110351.0,NORTHMOUNT,"MULTIPOLYGON (((-113.46791461175428 53.600946780887455, -113.46797571458502 53.60018136388664, -113.46809290173833 53.60011587143932, -113.47132728960746 53.59988609063576, -113.4713239921018 53.599709330299135, -113.47468710204227 53.599664981025796, -113.47467982653457 53.59979997572324, -113.4746158084594 53.60077227870747, -113.47436989581041 53.60147866947529, -113.47380141829116 53.60261438662286, -113.47340821821764 53.60338668166542, -113.47279691748705 53.60327348278115, -113.47197640376368 53.603200463695075, -113.4686969295814 53.60321428543329, -113.46858802280417 53.60316257356422, -113.4685831082952 53.602299569581625, -113.46859562376893 53.60095966239039, -113.46800840172136 53.600998876319025, -113.46791461175428 53.600946780887455)))",NORTHMOUNT,2580,-2.42,-0.166527077,3.541847471680847,-2.950135148,-1.360482749,-1.735197142,0.5990358039171313,-0.338129353,-0.702586364,0.2470411251826389,0.1986127925597377,0.3690035909356122,-9.675432244
2021S051248110169,48110169,Alberta,621,3,-0.252,5,1.54,5,3.01,1,-1.055,53.54455,-113.519821,608.0,459.0,398.0,4813491.2002,2168857.2308,3774,"MULTIPOLYGON (((-113.51764200479056 53.54573150882539, -113.51765069744367 53.54460739756304, -113.51946210426496 53.54460520772598, -113.51944460362891 53.54304110243498, -113.5212875992331 53.54306519113151, -113.52128851987051 53.54460269633063, -113.52129601834625 53.54574440329167, -113.5194387933798 53.54573860864074, -113.51764200479056 53.54573150882539)))",Edmonton,0.0515,48,48110169.0,INTERSECTS,Census Dissemination Area,70.0,48110352.0,NORTHMOUNT,"MULTIPOLYGON (((-113.47380141829116 53.60261438662286, -113.47436989581041 53.60147866947529, -113.4746158084594 53.60077227870747, -113.47467982653457 53.59979997572324, -113.47468710204227 53.599664981025796, -113.48086592169308 53.59960886557766, -113.48087379603037 53.59974358346033, -113.48089572723379 53.60063317490923, -113.47943019219069 53.600645672516826, -113.47945972426896 53.60192176710785, -113.47954622867442 53.60288197613322, -113.47613611299604 53.602988588642646, -113.47529780143591 53.60287108835351, -113.47380141829116 53.60261438662286)))",NORTHMOUNT,2580,-2.42,-0.166527077,3.541847471680847,-2.950135148,-1.360482749,-1.735197142,0.5990358039171313,-0.338129353,-0.702586364,0.2470411251826389,0.1986127925597377,0.3690035909356122,-9.675432244
2021S051248110692,48110692,Alberta,252,3,-0.182,5,0.782,1,-0.953,1,-0.923,53.484686,-113.397674,231.0,87.0,82.0,4818831.4585,2160011.9234,5356,"MULTIPOLYGON (((-113.39358621652224 53.485577303624574, -113.39356932175102 53.48474150722586, -113.39385531466867 53.48473570045154, -113.39492340676651 53.48469629182475, -113.3962774786686 53.48465119945811, -113.39712808585129 53.48449930948947, -113.3976766076772 53.48433538960729, -113.39810259064973 53.48413801563207, -113.40134778684563 53.482346611235045, -113.4018466886549 53.48280285192387, -113.39615927579013 53.48617707289853, -113.39421362147311 53.48653312606792, -113.3939741327803 53.486576938928195, -113.39364589075538 53.48663700743732, -113.39358621652224 53.485577303624574)))",Edmonton,0.0698,48,48110692.0,INTERSECTS,Census Dissemination Area,351.0,48110345.0,NORTHMOUNT,"MULTIPOLYGON (((-113.48553718719252 53.60511313353426, -113.48560360644309 53.60493355765551, -113.48582869373917 53.60432496598794, -113.48578803034087 53.603633564657514, -113.48556293538878 53.60340447153217, -113.48517600383855 53.60325067197683, -113.4840924217912 53.60307537202458, -113.4844911086764 53.60214098766237, -113.48486262050477 53.60126117653645, -113.48676822356217 53.601536259142165, -113.49034710033881 53.60156054100073, -113.49035223086781 53.601560567964874, -113.49044639664822 53.60162166859028, -113.4904347205385 53.602448971545044, -113.49044172183504 53.60333896217653, -113.48908083766537 53.60333126967996, -113.48894643285074 53.603361063264295, -113.48888430109508 53.60487286592914, -113.48874939792428 53.604893776894016, -113.48739250018707 53.60469706689708, -113.48704952265281 53.60554938476055, -113.48546341445704 53.60531256195545, -113.48553718719252 53.60511313353426)))",NORTHMOUNT,2580,-2.42,-0.166527077,3.541847471680847,-2.950135148,-1.360482749,-1.735197142,0.5990358039171313,-0.338129353,-0.702586364,0.2470411251826389,0.1986127925597377,0.3690035909356122,-9.675432244
2021S051248110146,48110146,Alberta,478,4,-0.063,4,0.112,5,3.86,3,-0.068,53.535851,-113.498389,540.0,464.0,387.0,4814492.1501,2167491.4053,5778,"MULTIPOLYGON (((-113.49736938228058 53.53447730450273, -113.4973595757262 53.53405499329679, -113.49874791118769 53.534052894901315, -113.49921570991542 53.534052100808864, -113.4992339929568 53.53564320261089, -113.49923975087586 53.53617102492426, -113.49925118270671 53.53721629351985, -113.49737941423055 53.537210394413584, -113.49746881625052 53.535653089994206, -113.49739452139497 53.535160097231014, -113.49733388939421 53.534900704254476, -113.49736938228058 53.53447730450273)))",Edmonton,0.0427,48,48110146.0,INTERSECTS,Census Dissemination Area,52.0,48110390.0,HOMESTEADER,"MULTIPOLYGON (((-113.39641760122893 53.583582779730435, -113.3966321079569 53.58310198475874, -113.39747081221064 53.583238083315585, -113.3999512811929 53.58381767775243, -113.39959049280729 53.58438228212375, -113.39943767767792 53.58541927306354, -113.39928948226068 53.58573697408117, -113.39903211539558 53.5859938885935, -113.39856297745236 53.586515793430415, -113.3984966873727 53.58667897744294, -113.39851608699723 53.587020186383725, -113.39851419581733 53.587253979988574, -113.39836729101418 53.587328890437924, -113.39676588722757 53.58733399650102, -113.39587440416504 53.58653367547705, -113.39558600811748 53.586242790492186, -113.39520729057513 53.58569299263037, -113.39457188835298 53.58460877243559, -113.39504867719852 53.58449138291236, -113.39560850093802 53.58423737374943, -113.39624820126926 53.583792985190506, -113.39641760122893 53.583582779730435)))",HOMESTEADER,2350,0.327287298420564,-2.700917373,4.231299481020045,-0.500072407,-1.586871866,-0.936330562,0.078121491,-0.820744816,0.064578323,0.3139578171842541,-0.462862694,-0.15390513,-7.019005035
2021S051248110150,48110150,Alberta,929,2,-0.562,4,0.711,5,2.983,1,-1.492,53.534551,-113.501406,987.0,801.0,678.0,4814258.8795,2167422.757,5778,"MULTIPOLYGON (((-113.49920062324041 53.533539906750654, -113.49921247654606 53.53246079173572, -113.49999790196796 53.532471301748835, -113.50108471235079 53.53247549664044, -113.50288149393673 53.53249189498102, -113.50290758788425 53.53395689717539, -113.50291660741041 53.53410950045087, -113.50291859973018 53.534301133435356, -113.50293288455592 53.53566469838631, -113.50108969219067 53.53563128898143, -113.50000331824025 53.535636107223375, -113.4992339929568 53.53564320261089, -113.49921570991542 53.534052100808864, -113.49874791118769 53.534052894901315, -113.49891978740818 53.533896500546675, -113.49910622031685 53.53373070539478, -113.49920062324041 53.533539906750654)))",Edmonton,0.087,48,48110150.0,INTERSECTS,Census Dissemination Area,55.0,48110393.0,HOMESTEADER,"MULTIPOLYGON (((-113.38235319247299 53.57986287817739, -113.38231786590646 53.579503980718435, -113.38254476308349 53.57950848712867, -113.38322538726183 53.579521876958985, -113.38473800142201 53.57955467491519, -113.3858420849816 53.5795775716062, -113.38667818549976 53.579668786806266, -113.38706097687 53.579760077952116, -113.38792127350715 53.58001258173371, -113.38860457971266 53.58034058782071, -113.38934578181467 53.580892196601596, -113.38997831019735 53.58139208667296, -113.39044980036724 53.58171528638692, -113.39119646980015 53.58209598371443, -113.39201557235342 53.58242118985413, -113.3923526646877 53.58250438242847, -113.39253687656546 53.58255467664848, -113.39370007606125 53.58281908004381, -113.3966321079569 53.58310198475874, -113.39641760122893 53.583582779730435, -113.39624820126926 53.583792985190506, -113.39560850093802 53.58423737374943, -113.39504867719852 53.58449138291236, -113.39457188835298 53.58460877243559, -113.39373020248671 53.584688586751206, -113.39148438896842 53.58451769692673, -113.3870973039248 53.584155889777705, -113.38606548843563 53.58407747267003, -113.38465430164 53.58397077570584, -113.38384991063111 53.58390599265514, -113.38360689158094 53.58388377385374, -113.38332489625527 53.58317019635147, -113.38262819713874 53.58125997969093, -113.38235319247299 53.57986287817739)))",HOMESTEADER,2350,0.327287298420564,-2.700917373,4.231299481020045,-0.500072407,-1.586871866,-0.936330562,0.078121491,-0.820744816,0.064578323,0.3139578171842541,-0.462862694,-0.15390513,-7.019005035
